link,price,surface,rooms,DPE,GES,location,reference,exterieur,stationnement,image,postal_code,city,Population,Superficie,Densité,Infos_ville,latitude,longitude,price_per_m2,is_complete
https://www.etreproprio.com/immobilier-22594450-vente-appartement-saint-ouen-sur-seine-2-pieces-46-m2-saint-ouen,270000,46,2.0,G,C,— Saint-Ouen 93400 —,Référence: 0072,,,https://www.etreproprio.com/photo-immobilier-22594450/vente-appartement-saint-ouen-bnns-ptw0.jpeg,93400,Saint Ouen,,,,"Saint Ouen ( Sanctus Audoenus Rotomagensis en latin médiéval, issu du germanique Audwin ) ou Dadon, est un fonctionnaire royal, puis un évêque métropolitain de Rouen. Il serait né vers 603 vraisemblablement à Sancy (aujourd'hui Sancy-les-Cheminots ) près de Soissons, et mort le 24 août 684 à Clichy, au palais du roi, dont le territoire laissera place à la ville de Saint-Ouen.",48.911696,2.33334,5869.565217391304,True
https://www.etreproprio.com/immobilier-22893443-vente-appartement-20m-a-le-portel-le-portel,47900,20,1.0,F,E,— Le Portel 62480 —,Référence: 14869FA,,,https://storage.etreproprio.com/classified/image/thumb/f/c/t/51166164-2190-45a9-85be-b025b9be1a16_ptw0.jpeg,62480,Le Portel,8824 hab.,"3,85 km²",2292 hab/km²,Le Portel est une commune française située dans le département du Pas-de-Calais en région Hauts-de-France. Ses habitants sont appelés les Portelois.,50.712174,1.57873,2395.0,True
https://www.etreproprio.com/immobilier-23432300-vente-maison-3-pieces-avec-jardin-chennevieres-sur-marne,299000,62,3.0,E,C,— Chennevieres-Sur-Marne 94430 —,,,,https://storage.etreproprio.com/classified/image/thumb/w/f/i/7e7c4fb2-65a0-44bb-b6dc-c0455ce7320e_ptw0.jpeg,94430,Chennevieres Sur Marne,,,,ℹ️ Aucune information disponible.,48.794898,2.541501,4822.580645161291,False
https://www.etreproprio.com/immobilier-23431741-vente-appartement-80m-a-boulogne-sur-mer-boulogne-sur-mer,169900,80,3.0,C,A,— Boulogne-Sur-Mer 62200 —,Référence: 15444,,,https://storage.etreproprio.com/classified/image/thumb/p/a/p/3101b28c-64e7-4aa6-b5af-34fc3e5896c6_ptw0.jpeg,62200,Boulogne Sur Mer,41039 hab.,"8,42 km²",4874 hab/km²,"Boulogne-sur-Mer est une commune française, sous-préfecture du département du Pas-de-Calais en région Hauts-de-France. Ses habitants sont appelés les Boulonnais.",50.726334,1.607492,2123.75,True
https://www.etreproprio.com/immobilier-23434390-vente-appartement-60m-a-boussy-saint-antoine-boussy-saint-antoine,148000,60,3.0,D,D,— Boussy-Saint-Antoine 91800 —,Référence: 1860827,,,https://storage.etreproprio.com/classified/image/thumb/o/b/h/77a726d4-3bb8-4797-b34b-f6e18a37f554_ptw0.jpeg,91800,Boussy Saint Antoine,,,,ℹ️ Aucune information disponible.,48.689974,2.534369,2466.6666666666665,True
https://www.etreproprio.com/immobilier-23125629-vente-appartement-62m-a-wattrelos-wattrelos,155000,62,3.0,E,E,— Wattrelos 59150 —,Référence: 1836939,Balcon,Garage,,59150,Wattrelos,40881 hab.,"13,62 km²",3002 hab/km²,"Wattrelos est une commune française de 41 015 habitants (en 2020), située dans le département du Nord, en région Hauts-de-France.",50.711887,3.218738,2500.0,True
https://www.etreproprio.com/immobilier-23428622-vente-appartement-3-pieces-61m2-bourgoin-jallieu,180000,61,3.0,C,C,— Bourgoin-Jallieu 38300 —,,Balcon,Stationnement,https://storage.etreproprio.com/classified/image/thumb/y/f/a/85f41ead-005d-47ca-a673-c2f157a0f8ff_ptw0.jpeg,38300,Bourgoin Jallieu,,,,ℹ️ Aucune information disponible.,45.597957,5.266993,2950.8196721311474,False
https://www.etreproprio.com/immobilier-22700225-vente-appartement-saint-louis-3-pieces-entierement-renove-6475-m2-saint-louis,229000,65,3.0,E,E,— Saint-Louis 68300 —,Référence: 246,Balcon,,https://storage.etreproprio.com/classified/image/thumb/k/f/l/2756e7ff-b51a-42d2-ba61-c8d749f88c37_ptw0.jpeg,68300,Saint Louis,,,,"« Saint Louis » redirige ici. Pour les autres significations, voir Saint-Louis et Liste des saints Louis.",47.598787,7.550221,3523.076923076923,True
https://www.etreproprio.com/immobilier-23430476-vente-appartement-115m-a-paris-17e-paris-17e,1199000,115,4.0,,,— Paris-17e 75017 —,Référence: 86354003,Balcon,,https://storage.etreproprio.com/classified/image/thumb/a/k/i/27a72676-45d4-4064-92e9-627bd8e89e4b_ptw0.jpeg,75017,Paris 17e,2113705 hab.,"105,40 km²",20054 hab/km²,"Paris, officiellement la Ville de Paris est la capitale de la France ainsi qu'une collectivité à statut particulier. Elle est divisée en vingt arrondissements.",48.887702,2.304844,10426.08695652174,False
https://www.etreproprio.com/immobilier-23430806-vente-appartement-saint-cyr-l-ecole-3-pieces-59-m2-saint-cyr-l-ecole,304500,59,3.0,B,,— Saint-Cyr-L'ecole 78210 —,Référence: 209,Balcon,,https://storage.etreproprio.com/classified/image/thumb/k/l/u/956b4cba-12dc-4572-92b4-889e7cf8ce10_ptw0.jpeg,78210,Saint Cyr L'ecole,,,,ℹ️ Aucune information disponible.,48.80279,2.063622,5161.016949152542,False
https://www.etreproprio.com/immobilier-22310654-vente-appartement-type-3-pieces-saint-denis,245000,68,3.0,E,D,— Saint-Denis 93200 —,Référence: 0844,Balcon,,https://www.etreproprio.com/photo-immobilier-22310654/vente-appartement-saint-denis-cszs-ptw0.jpeg,93200,Saint Denis,,,,Saint Denis ou saint Denys désigne dans le christianisme plusieurs saints mais aussi plusieurs lieux :,48.937801,2.361541,3602.9411764705883,True
https://www.etreproprio.com/immobilier-23432524-vente-appartement-villeurbanne-place-marengo-t4-de-90-m2-villeurbanne,315000,90,4.0,C,C,— Villeurbanne 69100 —,Référence: 1922,Balcon,,https://storage.etreproprio.com/classified/image/thumb/o/l/h/ce269615-f25d-4a32-9297-37ec2a8f82a0_ptw0.jpeg,69100,Villeurbanne,162207 hab.,"14,52 km²",11171 hab/km²,"Villeurbanne est une commune française située dans le quart sud-est de la France. Limitrophe de la commune de Lyon, elle en constitue l'une des communes de la première couronne, au cœur de la deuxième unité urbaine et de la deuxième aire d'attraction du pays.",45.768975,4.890035,3500.0,True
https://www.etreproprio.com/immobilier-23434462-vente-appartement-121m-a-saint-privat-la-montagne-saint-privat-la-montagne,225000,121,4.0,D,D,— Saint-Privat-La-Montagne 57855 —,Référence: 1861212,Balcon,,https://storage.etreproprio.com/classified/image/thumb/g/z/s/9517a8d6-cf47-43b1-b8da-dbda262a5e9a_ptw0.jpeg,57855,Saint Privat La Montagne,,,,ℹ️ Aucune information disponible.,49.187818,6.04054,1859.504132231405,True
https://www.etreproprio.com/immobilier-23429897-vente-2-pieces-avec-grande-hauteur-sous-plafond-paris-20e,227000,24,2.0,E,B,— Paris-20e 75020 —,Référence: 86235939,,,,75020,Paris 20e,2113705 hab.,"105,40 km²",20054 hab/km²,"Paris, officiellement la Ville de Paris est la capitale de la France ainsi qu'une collectivité à statut particulier. Elle est divisée en vingt arrondissements.",48.863367,2.397152,9458.333333333334,True
https://www.etreproprio.com/immobilier-23316149-vente-appartement-38m-a-marseille-10e-arrondissement-marseille-10e,119000,38,2.0,D,D,— Marseille-10e 13010 —,Référence: WW204,,,https://storage.etreproprio.com/classified/image/thumb/d/w/p/57e92d91-9056-467c-a59f-1614114e7cd4_ptw0.jpeg,13010,Marseille 10e,877215 hab.,"240,62 km²",3646 hab/km²,"Marseille (en occitan provençal Marselha ou Marsiho ) est une commune française située dans le département des Bouches-du-Rhône, dont elle est la ville-préfecture. Elle est le chef-lieu de la région Provence-Alpes-Côte d'Azur.",43.278721,5.418179,3131.5789473684213,True
https://www.etreproprio.com/immobilier-23428433-vente-appartement-43m-a-groisy-groisy,241500,43,2.0,D,D,— Groisy 74570 —,Référence: 506-NGL32,,,https://storage.etreproprio.com/classified/image/thumb/u/a/h/d7b9aa15-2d12-43da-a74c-e37b2bc27b1f_ptw0.jpeg,74570,Groisy,4044 hab.,"21,44 km²",189 hab/km²,"Groisy est une commune française située dans le département de la Haute-Savoie, en région Auvergne-Rhône-Alpes.",46.019462,6.172867,5616.279069767442,True
